date,weekday,weekday_int,d,event
2014-08-08,Friday,7,d_1288,
2014-08-09,Saturday,1,d_1289,
2014-08-10,Sunday,2,d_1290,
2014-08-11,Monday,3,d_1291,
2014-08-12,Tuesday,4,d_1292,
2014-08-13,Wednesday,5,d_1293,
2014-08-14,Thursday,6,d_1294,
2014-08-15,Friday,7,d_1295,
2014-08-16,Saturday,1,d_1296,
2014-08-17,Sunday,2,d_1297,
2014-08-18,Monday,3,d_1298,
2014-08-19,Tuesday,4,d_1299,
2014-08-20,Wednesday,5,d_1300,
2014-08-21,Thursday,6,d_1301,
2014-08-22,Friday,7,d_1302,
2014-08-23,Saturday,1,d_1303,
2014-08-24,Sunday,2,d_1304,
2014-08-25,Monday,3,d_1305,
2014-08-26,Tuesday,4,d_1306,
2014-08-27,Wednesday,5,d_1307,
2014-08-28,Thursday,6,d_1308,
2014-08-29,Friday,7,d_1309,
2014-08-30,Saturday,1,d_1310,
2014-08-31,Sunday,2,d_1311,
2014-09-01,Monday,3,d_1312,
2014-09-02,Tuesday,4,d_1313,
2014-09-03,Wednesday,5,d_1314,
2014-09-04,Thursday,6,d_1315,
2014-09-05,Friday,7,d_1316,
2014-09-06,Saturday,1,d_1317,
2014-09-07,Sunday,2,d_1318,
2014-09-08,Monday,3,d_1319,
2014-09-09,Tuesday,4,d_1320,
2014-09-10,Wednesday,5,d_1321,
2014-09-11,Thursday,6,d_1322,
2014-09-12,Friday,7,d_1323,
2014-09-13,Saturday,1,d_1324,
2014-09-14,Sunday,2,d_1325,
2014-09-15,Monday,3,d_1326,
2014-09-16,Tuesday,4,d_1327,
2014-09-17,Wednesday,5,d_1328,
2014-09-18,Thursday,6,d_1329,
2014-09-19,Friday,7,d_1330,
2014-09-20,Saturday,1,d_1331,
2014-09-21,Sunday,2,d_1332,
2014-09-22,Monday,3,d_1333,
2014-09-23,Tuesday,4,d_1334,
2014-09-24,Wednesday,5,d_1335,
2014-09-25,Thursday,6,d_1336,
2014-09-26,Friday,7,d_1337,
2014-09-27,Saturday,1,d_1338,
2014-09-28,Sunday,2,d_1339,
2014-09-29,Monday,3,d_1340,
2014-09-30,Tuesday,4,d_1341,
2014-10-01,Wednesday,5,d_1342,
2014-10-02,Thursday,6,d_1343,
2014-10-03,Friday,7,d_1344,
2014-10-04,Saturday,1,d_1345,
2014-10-05,Sunday,2,d_1346,
2014-10-06,Monday,3,d_1347,
2014-10-07,Tuesday,4,d_1348,
2014-10-08,Wednesday,5,d_1349,
2014-10-09,Thursday,6,d_1350,
2014-10-10,Friday,7,d_1351,
2014-10-11,Saturday,1,d_1352,
2014-10-12,Sunday,2,d_1353,
2014-10-13,Monday,3,d_1354,
2014-10-14,Tuesday,4,d_1355,
2014-10-15,Wednesday,5,d_1356,
2014-10-16,Thursday,6,d_1357,
2014-10-17,Friday,7,d_1358,
2014-10-18,Saturday,1,d_1359,
2014-10-19,Sunday,2,d_1360,
2014-10-20,Monday,3,d_1361,
2014-10-21,Tuesday,4,d_1362,
2014-10-22,Wednesday,5,d_1363,
2014-10-23,Thursday,6,d_1364,
2014-10-24,Friday,7,d_1365,
2014-10-25,Saturday,1,d_1366,
2014-10-26,Sunday,2,d_1367,
2014-10-27,Monday,3,d_1368,
2014-10-28,Tuesday,4,d_1369,
2014-10-29,Wednesday,5,d_1370,
2014-10-30,Thursday,6,d_1371,
2014-10-31,Friday,7,d_1372,
2014-11-01,Saturday,1,d_1373,
2014-11-02,Sunday,2,d_1374,
2014-11-03,Monday,3,d_1375,
2014-11-04,Tuesday,4,d_1376,
2014-11-05,Wednesday,5,d_1377,
2014-11-06,Thursday,6,d_1378,
2014-11-07,Friday,7,d_1379,
2014-11-08,Saturday,1,d_1380,
2014-11-09,Sunday,2,d_1381,
2014-11-10,Monday,3,d_1382,
2014-11-11,Tuesday,4,d_1383,
2014-11-12,Wednesday,5,d_1384,
2014-11-13,Thursday,6,d_1385,
2014-11-14,Friday,7,d_1386,
2014-11-15,Saturday,1,d_1387,
2014-11-16,Sunday,2,d_1388,
2014-11-17,Monday,3,d_1389,
2014-11-18,Tuesday,4,d_1390,
2014-11-19,Wednesday,5,d_1391,
2014-11-20,Thursday,6,d_1392,
2014-11-21,Friday,7,d_1393,
2014-11-22,Saturday,1,d_1394,
2014-11-23,Sunday,2,d_1395,
2014-11-24,Monday,3,d_1396,
2014-11-25,Tuesday,4,d_1397,
2014-11-26,Wednesday,5,d_1398,
2014-11-27,Thursday,6,d_1399,Thanksgiving
2014-11-28,Friday,7,d_1400,
2014-11-29,Saturday,1,d_1401,
2014-11-30,Sunday,2,d_1402,
2014-12-01,Monday,3,d_1403,
2014-12-02,Tuesday,4,d_1404,
2014-12-03,Wednesday,5,d_1405,
2014-12-04,Thursday,6,d_1406,
2014-12-05,Friday,7,d_1407,
2014-12-06,Saturday,1,d_1408,
2014-12-07,Sunday,2,d_1409,
2014-12-08,Monday,3,d_1410,
2014-12-09,Tuesday,4,d_1411,
2014-12-10,Wednesday,5,d_1412,
2014-12-11,Thursday,6,d_1413,
2014-12-12,Friday,7,d_1414,
2014-12-13,Saturday,1,d_1415,
2014-12-14,Sunday,2,d_1416,
2014-12-15,Monday,3,d_1417,
2014-12-16,Tuesday,4,d_1418,
2014-12-17,Wednesday,5,d_1419,
2014-12-18,Thursday,6,d_1420,
2014-12-19,Friday,7,d_1421,
2014-12-20,Saturday,1,d_1422,
2014-12-21,Sunday,2,d_1423,
2014-12-22,Monday,3,d_1424,
2014-12-23,Tuesday,4,d_1425,
2014-12-24,Wednesday,5,d_1426,
2014-12-25,Thursday,6,d_1427,
2014-12-26,Friday,7,d_1428,
2014-12-27,Saturday,1,d_1429,
2014-12-28,Sunday,2,d_1430,
2014-12-29,Monday,3,d_1431,
2014-12-30,Tuesday,4,d_1432,
2014-12-31,Wednesday,5,d_1433,
2015-01-01,Thursday,6,d_1434,NewYear
2015-01-02,Friday,7,d_1435,
2015-01-03,Saturday,1,d_1436,
2015-01-04,Sunday,2,d_1437,
2015-01-05,Monday,3,d_1438,
2015-01-06,Tuesday,4,d_1439,
2015-01-07,Wednesday,5,d_1440,
2015-01-08,Thursday,6,d_1441,
2015-01-09,Friday,7,d_1442,
2015-01-10,Saturday,1,d_1443,
2015-01-11,Sunday,2,d_1444,
2015-01-12,Monday,3,d_1445,
2015-01-13,Tuesday,4,d_1446,
2015-01-14,Wednesday,5,d_1447,
2015-01-15,Thursday,6,d_1448,
2015-01-16,Friday,7,d_1449,
2015-01-17,Saturday,1,d_1450,
2015-01-18,Sunday,2,d_1451,
2015-01-19,Monday,3,d_1452,
2015-01-20,Tuesday,4,d_1453,
2015-01-21,Wednesday,5,d_1454,
2015-01-22,Thursday,6,d_1455,
2015-01-23,Friday,7,d_1456,
2015-01-24,Saturday,1,d_1457,
2015-01-25,Sunday,2,d_1458,
2015-01-26,Monday,3,d_1459,
2015-01-27,Tuesday,4,d_1460,
2015-01-28,Wednesday,5,d_1461,
2015-01-29,Thursday,6,d_1462,
2015-01-30,Friday,7,d_1463,
2015-01-31,Saturday,1,d_1464,
2015-02-01,Sunday,2,d_1465,SuperBowl
2015-02-02,Monday,3,d_1466,
2015-02-03,Tuesday,4,d_1467,
2015-02-04,Wednesday,5,d_1468,
2015-02-05,Thursday,6,d_1469,
2015-02-06,Friday,7,d_1470,
2015-02-07,Saturday,1,d_1471,
2015-02-08,Sunday,2,d_1472,
2015-02-09,Monday,3,d_1473,
2015-02-10,Tuesday,4,d_1474,
2015-02-11,Wednesday,5,d_1475,
2015-02-12,Thursday,6,d_1476,
2015-02-13,Friday,7,d_1477,
2015-02-14,Saturday,1,d_1478,
2015-02-15,Sunday,2,d_1479,
2015-02-16,Monday,3,d_1480,
2015-02-17,Tuesday,4,d_1481,
2015-02-18,Wednesday,5,d_1482,
2015-02-19,Thursday,6,d_1483,
2015-02-20,Friday,7,d_1484,
2015-02-21,Saturday,1,d_1485,
2015-02-22,Sunday,2,d_1486,
2015-02-23,Monday,3,d_1487,
2015-02-24,Tuesday,4,d_1488,
2015-02-25,Wednesday,5,d_1489,
2015-02-26,Thursday,6,d_1490,
2015-02-27,Friday,7,d_1491,
2015-02-28,Saturday,1,d_1492,
2015-03-01,Sunday,2,d_1493,
2015-03-02,Monday,3,d_1494,
2015-03-03,Tuesday,4,d_1495,
2015-03-04,Wednesday,5,d_1496,
2015-03-05,Thursday,6,d_1497,
2015-03-06,Friday,7,d_1498,
2015-03-07,Saturday,1,d_1499,
2015-03-08,Sunday,2,d_1500,
2015-03-09,Monday,3,d_1501,
2015-03-10,Tuesday,4,d_1502,
2015-03-11,Wednesday,5,d_1503,
2015-03-12,Thursday,6,d_1504,
2015-03-13,Friday,7,d_1505,
2015-03-14,Saturday,1,d_1506,
2015-03-15,Sunday,2,d_1507,
2015-03-16,Monday,3,d_1508,
2015-03-17,Tuesday,4,d_1509,
2015-03-18,Wednesday,5,d_1510,
2015-03-19,Thursday,6,d_1511,
2015-03-20,Friday,7,d_1512,
2015-03-21,Saturday,1,d_1513,
2015-03-22,Sunday,2,d_1514,
2015-03-23,Monday,3,d_1515,
2015-03-24,Tuesday,4,d_1516,
2015-03-25,Wednesday,5,d_1517,
2015-03-26,Thursday,6,d_1518,
2015-03-27,Friday,7,d_1519,
2015-03-28,Saturday,1,d_1520,
2015-03-29,Sunday,2,d_1521,
2015-03-30,Monday,3,d_1522,
2015-03-31,Tuesday,4,d_1523,
2015-04-01,Wednesday,5,d_1524,
2015-04-02,Thursday,6,d_1525,
2015-04-03,Friday,7,d_1526,
2015-04-04,Saturday,1,d_1527,
2015-04-05,Sunday,2,d_1528,Easter
2015-04-06,Monday,3,d_1529,
2015-04-07,Tuesday,4,d_1530,
2015-04-08,Wednesday,5,d_1531,
2015-04-09,Thursday,6,d_1532,
2015-04-10,Friday,7,d_1533,
2015-04-11,Saturday,1,d_1534,
2015-04-12,Sunday,2,d_1535,
2015-04-13,Monday,3,d_1536,
2015-04-14,Tuesday,4,d_1537,
2015-04-15,Wednesday,5,d_1538,
2015-04-16,Thursday,6,d_1539,
2015-04-17,Friday,7,d_1540,
2015-04-18,Saturday,1,d_1541,
2015-04-19,Sunday,2,d_1542,
2015-04-20,Monday,3,d_1543,
2015-04-21,Tuesday,4,d_1544,
2015-04-22,Wednesday,5,d_1545,
2015-04-23,Thursday,6,d_1546,
2015-04-24,Friday,7,d_1547,
2015-04-25,Saturday,1,d_1548,
2015-04-26,Sunday,2,d_1549,
2015-04-27,Monday,3,d_1550,
2015-04-28,Tuesday,4,d_1551,
2015-04-29,Wednesday,5,d_1552,
2015-04-30,Thursday,6,d_1553,
2015-05-01,Friday,7,d_1554,
2015-05-02,Saturday,1,d_1555,
2015-05-03,Sunday,2,d_1556,
2015-05-04,Monday,3,d_1557,
2015-05-05,Tuesday,4,d_1558,
2015-05-06,Wednesday,5,d_1559,
2015-05-07,Thursday,6,d_1560,
2015-05-08,Friday,7,d_1561,
2015-05-09,Saturday,1,d_1562,
2015-05-10,Sunday,2,d_1563,
2015-05-11,Monday,3,d_1564,
2015-05-12,Tuesday,4,d_1565,
2015-05-13,Wednesday,5,d_1566,
2015-05-14,Thursday,6,d_1567,
2015-05-15,Friday,7,d_1568,
2015-05-16,Saturday,1,d_1569,
2015-05-17,Sunday,2,d_1570,
2015-05-18,Monday,3,d_1571,
2015-05-19,Tuesday,4,d_1572,
2015-05-20,Wednesday,5,d_1573,
2015-05-21,Thursday,6,d_1574,
2015-05-22,Friday,7,d_1575,
2015-05-23,Saturday,1,d_1576,
2015-05-24,Sunday,2,d_1577,
2015-05-25,Monday,3,d_1578,
2015-05-26,Tuesday,4,d_1579,
2015-05-27,Wednesday,5,d_1580,
2015-05-28,Thursday,6,d_1581,
2015-05-29,Friday,7,d_1582,
2015-05-30,Saturday,1,d_1583,
2015-05-31,Sunday,2,d_1584,
2015-06-01,Monday,3,d_1585,
2015-06-02,Tuesday,4,d_1586,
2015-06-03,Wednesday,5,d_1587,
2015-06-04,Thursday,6,d_1588,
2015-06-05,Friday,7,d_1589,
2015-06-06,Saturday,1,d_1590,
2015-06-07,Sunday,2,d_1591,
2015-06-08,Monday,3,d_1592,
2015-06-09,Tuesday,4,d_1593,
2015-06-10,Wednesday,5,d_1594,
2015-06-11,Thursday,6,d_1595,
2015-06-12,Friday,7,d_1596,
2015-06-13,Saturday,1,d_1597,
2015-06-14,Sunday,2,d_1598,
2015-06-15,Monday,3,d_1599,
2015-06-16,Tuesday,4,d_1600,
2015-06-17,Wednesday,5,d_1601,
2015-06-18,Thursday,6,d_1602,Ramadan starts
2015-06-19,Friday,7,d_1603,
2015-06-20,Saturday,1,d_1604,
2015-06-21,Sunday,2,d_1605,
2015-06-22,Monday,3,d_1606,
2015-06-23,Tuesday,4,d_1607,
2015-06-24,Wednesday,5,d_1608,
2015-06-25,Thursday,6,d_1609,
2015-06-26,Friday,7,d_1610,
2015-06-27,Saturday,1,d_1611,
2015-06-28,Sunday,2,d_1612,
2015-06-29,Monday,3,d_1613,
2015-06-30,Tuesday,4,d_1614,
2015-07-01,Wednesday,5,d_1615,
2015-07-02,Thursday,6,d_1616,
2015-07-03,Friday,7,d_1617,
2015-07-04,Saturday,1,d_1618,
2015-07-05,Sunday,2,d_1619,
2015-07-06,Monday,3,d_1620,
2015-07-07,Tuesday,4,d_1621,
2015-07-08,Wednesday,5,d_1622,
2015-07-09,Thursday,6,d_1623,
2015-07-10,Friday,7,d_1624,
2015-07-11,Saturday,1,d_1625,
2015-07-12,Sunday,2,d_1626,
2015-07-13,Monday,3,d_1627,
2015-07-14,Tuesday,4,d_1628,
2015-07-15,Wednesday,5,d_1629,
2015-07-16,Thursday,6,d_1630,
2015-07-17,Friday,7,d_1631,
2015-07-18,Saturday,1,d_1632,
2015-07-19,Sunday,2,d_1633,
2015-07-20,Monday,3,d_1634,
2015-07-21,Tuesday,4,d_1635,
2015-07-22,Wednesday,5,d_1636,
2015-07-23,Thursday,6,d_1637,
2015-07-24,Friday,7,d_1638,
2015-07-25,Saturday,1,d_1639,
2015-07-26,Sunday,2,d_1640,
2015-07-27,Monday,3,d_1641,
2015-07-28,Tuesday,4,d_1642,
2015-07-29,Wednesday,5,d_1643,
2015-07-30,Thursday,6,d_1644,
2015-07-31,Friday,7,d_1645,
2015-08-01,Saturday,1,d_1646,
2015-08-02,Sunday,2,d_1647,
2015-08-03,Monday,3,d_1648,
2015-08-04,Tuesday,4,d_1649,
2015-08-05,Wednesday,5,d_1650,
2015-08-06,Thursday,6,d_1651,
2015-08-07,Friday,7,d_1652,
2015-08-08,Saturday,1,d_1653,
2015-08-09,Sunday,2,d_1654,
2015-08-10,Monday,3,d_1655,
2015-08-11,Tuesday,4,d_1656,
2015-08-12,Wednesday,5,d_1657,
2015-08-13,Thursday,6,d_1658,
2015-08-14,Friday,7,d_1659,
2015-08-15,Saturday,1,d_1660,
2015-08-16,Sunday,2,d_1661,
2015-08-17,Monday,3,d_1662,
2015-08-18,Tuesday,4,d_1663,
2015-08-19,Wednesday,5,d_1664,
2015-08-20,Thursday,6,d_1665,
2015-08-21,Friday,7,d_1666,
2015-08-22,Saturday,1,d_1667,
2015-08-23,Sunday,2,d_1668,
2015-08-24,Monday,3,d_1669,
2015-08-25,Tuesday,4,d_1670,
2015-08-26,Wednesday,5,d_1671,
2015-08-27,Thursday,6,d_1672,
2015-08-28,Friday,7,d_1673,
2015-08-29,Saturday,1,d_1674,
2015-08-30,Sunday,2,d_1675,
2015-08-31,Monday,3,d_1676,
2015-09-01,Tuesday,4,d_1677,
2015-09-02,Wednesday,5,d_1678,
2015-09-03,Thursday,6,d_1679,
2015-09-04,Friday,7,d_1680,
2015-09-05,Saturday,1,d_1681,
2015-09-06,Sunday,2,d_1682,
2015-09-07,Monday,3,d_1683,
2015-09-08,Tuesday,4,d_1684,
2015-09-09,Wednesday,5,d_1685,
2015-09-10,Thursday,6,d_1686,
2015-09-11,Friday,7,d_1687,
2015-09-12,Saturday,1,d_1688,
2015-09-13,Sunday,2,d_1689,
2015-09-14,Monday,3,d_1690,
2015-09-15,Tuesday,4,d_1691,
2015-09-16,Wednesday,5,d_1692,
2015-09-17,Thursday,6,d_1693,
2015-09-18,Friday,7,d_1694,
2015-09-19,Saturday,1,d_1695,
2015-09-20,Sunday,2,d_1696,
2015-09-21,Monday,3,d_1697,
2015-09-22,Tuesday,4,d_1698,
2015-09-23,Wednesday,5,d_1699,
2015-09-24,Thursday,6,d_1700,
2015-09-25,Friday,7,d_1701,
2015-09-26,Saturday,1,d_1702,
2015-09-27,Sunday,2,d_1703,
2015-09-28,Monday,3,d_1704,
2015-09-29,Tuesday,4,d_1705,
2015-09-30,Wednesday,5,d_1706,
2015-10-01,Thursday,6,d_1707,
2015-10-02,Friday,7,d_1708,
2015-10-03,Saturday,1,d_1709,
2015-10-04,Sunday,2,d_1710,
2015-10-05,Monday,3,d_1711,
2015-10-06,Tuesday,4,d_1712,
2015-10-07,Wednesday,5,d_1713,
2015-10-08,Thursday,6,d_1714,
2015-10-09,Friday,7,d_1715,
2015-10-10,Saturday,1,d_1716,
2015-10-11,Sunday,2,d_1717,
2015-10-12,Monday,3,d_1718,
2015-10-13,Tuesday,4,d_1719,
2015-10-14,Wednesday,5,d_1720,
2015-10-15,Thursday,6,d_1721,
2015-10-16,Friday,7,d_1722,
2015-10-17,Saturday,1,d_1723,
2015-10-18,Sunday,2,d_1724,
2015-10-19,Monday,3,d_1725,
2015-10-20,Tuesday,4,d_1726,
2015-10-21,Wednesday,5,d_1727,
2015-10-22,Thursday,6,d_1728,
2015-10-23,Friday,7,d_1729,
2015-10-24,Saturday,1,d_1730,
2015-10-25,Sunday,2,d_1731,
2015-10-26,Monday,3,d_1732,
2015-10-27,Tuesday,4,d_1733,
2015-10-28,Wednesday,5,d_1734,
2015-10-29,Thursday,6,d_1735,
2015-10-30,Friday,7,d_1736,
2015-10-31,Saturday,1,d_1737,
2015-11-01,Sunday,2,d_1738,
2015-11-02,Monday,3,d_1739,
2015-11-03,Tuesday,4,d_1740,
2015-11-04,Wednesday,5,d_1741,
2015-11-05,Thursday,6,d_1742,
2015-11-06,Friday,7,d_1743,
2015-11-07,Saturday,1,d_1744,
2015-11-08,Sunday,2,d_1745,
2015-11-09,Monday,3,d_1746,
2015-11-10,Tuesday,4,d_1747,
2015-11-11,Wednesday,5,d_1748,
2015-11-12,Thursday,6,d_1749,
2015-11-13,Friday,7,d_1750,
2015-11-14,Saturday,1,d_1751,
2015-11-15,Sunday,2,d_1752,
2015-11-16,Monday,3,d_1753,
2015-11-17,Tuesday,4,d_1754,
2015-11-18,Wednesday,5,d_1755,
2015-11-19,Thursday,6,d_1756,
2015-11-20,Friday,7,d_1757,
2015-11-21,Saturday,1,d_1758,
2015-11-22,Sunday,2,d_1759,
2015-11-23,Monday,3,d_1760,
2015-11-24,Tuesday,4,d_1761,
2015-11-25,Wednesday,5,d_1762,
2015-11-26,Thursday,6,d_1763,Thanksgiving
2015-11-27,Friday,7,d_1764,
2015-11-28,Saturday,1,d_1765,
2015-11-29,Sunday,2,d_1766,
2015-11-30,Monday,3,d_1767,
2015-12-01,Tuesday,4,d_1768,
2015-12-02,Wednesday,5,d_1769,
2015-12-03,Thursday,6,d_1770,
2015-12-04,Friday,7,d_1771,
2015-12-05,Saturday,1,d_1772,
2015-12-06,Sunday,2,d_1773,
2015-12-07,Monday,3,d_1774,
2015-12-08,Tuesday,4,d_1775,
2015-12-09,Wednesday,5,d_1776,
2015-12-10,Thursday,6,d_1777,
2015-12-11,Friday,7,d_1778,
2015-12-12,Saturday,1,d_1779,
2015-12-13,Sunday,2,d_1780,
2015-12-14,Monday,3,d_1781,
2015-12-15,Tuesday,4,d_1782,
2015-12-16,Wednesday,5,d_1783,
2015-12-17,Thursday,6,d_1784,
2015-12-18,Friday,7,d_1785,
2015-12-19,Saturday,1,d_1786,
2015-12-20,Sunday,2,d_1787,
2015-12-21,Monday,3,d_1788,
2015-12-22,Tuesday,4,d_1789,
2015-12-23,Wednesday,5,d_1790,
2015-12-24,Thursday,6,d_1791,
2015-12-25,Friday,7,d_1792,
2015-12-26,Saturday,1,d_1793,
2015-12-27,Sunday,2,d_1794,
2015-12-28,Monday,3,d_1795,
2015-12-29,Tuesday,4,d_1796,
2015-12-30,Wednesday,5,d_1797,
2015-12-31,Thursday,6,d_1798,
2016-01-01,Friday,7,d_1799,NewYear
2016-01-02,Saturday,1,d_1800,
2016-01-03,Sunday,2,d_1801,
2016-01-04,Monday,3,d_1802,
2016-01-05,Tuesday,4,d_1803,
2016-01-06,Wednesday,5,d_1804,
2016-01-07,Thursday,6,d_1805,
2016-01-08,Friday,7,d_1806,
2016-01-09,Saturday,1,d_1807,
2016-01-10,Sunday,2,d_1808,
2016-01-11,Monday,3,d_1809,
2016-01-12,Tuesday,4,d_1810,
2016-01-13,Wednesday,5,d_1811,
2016-01-14,Thursday,6,d_1812,
2016-01-15,Friday,7,d_1813,
2016-01-16,Saturday,1,d_1814,
2016-01-17,Sunday,2,d_1815,
2016-01-18,Monday,3,d_1816,
2016-01-19,Tuesday,4,d_1817,
2016-01-20,Wednesday,5,d_1818,
2016-01-21,Thursday,6,d_1819,
2016-01-22,Friday,7,d_1820,
2016-01-23,Saturday,1,d_1821,
2016-01-24,Sunday,2,d_1822,
2016-01-25,Monday,3,d_1823,
2016-01-26,Tuesday,4,d_1824,
2016-01-27,Wednesday,5,d_1825,
2016-01-28,Thursday,6,d_1826,
2016-01-29,Friday,7,d_1827,
2016-01-30,Saturday,1,d_1828,
2016-01-31,Sunday,2,d_1829,
2016-02-01,Monday,3,d_1830,
2016-02-02,Tuesday,4,d_1831,
2016-02-03,Wednesday,5,d_1832,
2016-02-04,Thursday,6,d_1833,
2016-02-05,Friday,7,d_1834,
2016-02-06,Saturday,1,d_1835,
2016-02-07,Sunday,2,d_1836,SuperBowl
2016-02-08,Monday,3,d_1837,
2016-02-09,Tuesday,4,d_1838,
2016-02-10,Wednesday,5,d_1839,
2016-02-11,Thursday,6,d_1840,
2016-02-12,Friday,7,d_1841,
2016-02-13,Saturday,1,d_1842,
2016-02-14,Sunday,2,d_1843,
2016-02-15,Monday,3,d_1844,
2016-02-16,Tuesday,4,d_1845,
2016-02-17,Wednesday,5,d_1846,
2016-02-18,Thursday,6,d_1847,
2016-02-19,Friday,7,d_1848,
2016-02-20,Saturday,1,d_1849,
2016-02-21,Sunday,2,d_1850,
2016-02-22,Monday,3,d_1851,
2016-02-23,Tuesday,4,d_1852,
2016-02-24,Wednesday,5,d_1853,
2016-02-25,Thursday,6,d_1854,
2016-02-26,Friday,7,d_1855,
2016-02-27,Saturday,1,d_1856,
2016-02-28,Sunday,2,d_1857,
2016-02-29,Monday,3,d_1858,
2016-03-01,Tuesday,4,d_1859,
2016-03-02,Wednesday,5,d_1860,
2016-03-03,Thursday,6,d_1861,
2016-03-04,Friday,7,d_1862,
2016-03-05,Saturday,1,d_1863,
2016-03-06,Sunday,2,d_1864,
2016-03-07,Monday,3,d_1865,
2016-03-08,Tuesday,4,d_1866,
2016-03-09,Wednesday,5,d_1867,
2016-03-10,Thursday,6,d_1868,
2016-03-11,Friday,7,d_1869,
2016-03-12,Saturday,1,d_1870,
2016-03-13,Sunday,2,d_1871,
2016-03-14,Monday,3,d_1872,
2016-03-15,Tuesday,4,d_1873,
2016-03-16,Wednesday,5,d_1874,
2016-03-17,Thursday,6,d_1875,
2016-03-18,Friday,7,d_1876,
2016-03-19,Saturday,1,d_1877,
2016-03-20,Sunday,2,d_1878,
2016-03-21,Monday,3,d_1879,
2016-03-22,Tuesday,4,d_1880,
2016-03-23,Wednesday,5,d_1881,
2016-03-24,Thursday,6,d_1882,
2016-03-25,Friday,7,d_1883,
2016-03-26,Saturday,1,d_1884,
2016-03-27,Sunday,2,d_1885,Easter
2016-03-28,Monday,3,d_1886,
2016-03-29,Tuesday,4,d_1887,
2016-03-30,Wednesday,5,d_1888,
2016-03-31,Thursday,6,d_1889,
2016-04-01,Friday,7,d_1890,
2016-04-02,Saturday,1,d_1891,
2016-04-03,Sunday,2,d_1892,
2016-04-04,Monday,3,d_1893,
2016-04-05,Tuesday,4,d_1894,
2016-04-06,Wednesday,5,d_1895,
2016-04-07,Thursday,6,d_1896,
2016-04-08,Friday,7,d_1897,
2016-04-09,Saturday,1,d_1898,
2016-04-10,Sunday,2,d_1899,
2016-04-11,Monday,3,d_1900,
2016-04-12,Tuesday,4,d_1901,
2016-04-13,Wednesday,5,d_1902,
2016-04-14,Thursday,6,d_1903,
2016-04-15,Friday,7,d_1904,
2016-04-16,Saturday,1,d_1905,
2016-04-17,Sunday,2,d_1906,
2016-04-18,Monday,3,d_1907,
2016-04-19,Tuesday,4,d_1908,
2016-04-20,Wednesday,5,d_1909,
2016-04-21,Thursday,6,d_1910,
2016-04-22,Friday,7,d_1911,
2016-04-23,Saturday,1,d_1912,
2016-04-24,Sunday,2,d_1913,
